id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
455876,Paros Butterfly Villas-VillaStudio5,1449341,Eleni,,Πάρου (Paros),37.04338,25.13014,Entire home/apt,70,3,1,2019-07-13,0.37,8,358
460852,Garden house with splendid sea view,2290853,Foteini,,Ρόδου (Rhodes),36.33648,28.19527,Entire home/apt,85,1,32,2019-09-14,0.64,2,348
463561,Authentic Island Style Villa,2303378,Michalis,,Πάρου (Paros),37.07802,25.14532,Entire home/apt,130,7,8,2019-08-29,0.09,1,349
474959,Awesome traditional maisonette house-Kythnos,2084282,Marina,,Κύθνου (Kythnos),37.3131,24.37407,Entire home/apt,120,2,13,2019-08-25,0.25,1,365
484627,TRADITIONAL CYCLADIC STONE HOUSE,2398972,Haris,,Πάρου (Paros),37.03358,25.24683,Entire home/apt,200,7,3,2018-08-01,0.08,1,365
491287,Myconian bungalow with scenic views,2428226,Alessandra,,Μυκόνου (Μykonos),37.45898,25.37621,Entire home/apt,130,2,52,2019-08-29,0.60,2,0
499918,SYROS LOVELY HOUSE,2467226,Afroditi,,Σύρου - Ερμούπολης (Syros),37.38787,24.93,Entire home/apt,40,2,11,2017-09-05,0.13,2,364
501314,"Studios Nostos,Naxos,middle floor,7",435841,Stavros,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10074,25.37431,Hotel room,115,2,33,2019-08-24,0.39,11,138
519353,The perfect view to the Aegean Sea,2556001,Manolis,,Τήνου (Tinos),37.55798,25.19598,Entire home/apt,120,4,15,2018-08-12,0.20,1,365
526402,Windmill by the sea in Tinos Ꙭ Stavros Bay,2587355,Xenia,,Τήνου (Tinos),37.54215,25.14868,Entire home/apt,130,1,57,2019-09-05,0.86,5,181
527362,TRADITIONAL STONE HOUSE -SERIFOS,2703390,Katerina,,Σερίφου (Seriphos),37.13316,24.51292,Entire home/apt,350,5,9,2019-08-29,0.34,1,220
529739,Islandhouse Andromeda,695499,Christina,,Άνδρου (Andros),37.90015,24.76049,Entire home/apt,80,3,1,2016-07-01,0.03,11,32
531669,"Korali Garden Double Studio, Naxos",2613144,George,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.09787,25.38213,Entire home/apt,40,1,129,2019-09-13,1.52,5,152
534471,Traditional house with great view,2501062,Zacharias,,Θήρας (Santorini),36.35781,25.39239,Entire home/apt,100,3,36,2018-10-23,0.42,1,356
543931,Aria Villa Serifos 1,2674076,Aria,,Σερίφου (Seriphos),37.17567,24.49943,Entire home/apt,170,3,0,,,3,0
543966,Aria Villa Serifos 2,2674076,Aria,,Σερίφου (Seriphos),37.17708,24.49882,Entire home/apt,150,3,0,,,3,0
543980,Aria Villa Serifos 3,2674076,Aria,,Σερίφου (Seriphos),37.17635,24.49765,Entire home/apt,150,2,0,,,3,0
551070,"Villa Joseph, Paros   Greece",2708929,Elke,,Πάρου (Paros),37.11393,25.24954,Entire home/apt,45,5,12,2019-08-13,0.16,1,336
552275,studio for 3 people with kitchen,874956,Vaggos,,Ιητών (Ios),36.72463,25.27955,Private room,30,1,42,2019-08-24,0.57,13,0
552323, Studio for 4 people with kitchen,874956,Vaggos,,Ιητών (Ios),36.72452,25.2798,Private room,65,1,22,2019-08-11,0.35,13,213
552363,studio for 5 people with kitchen,874956,Vaggos,,Ιητών (Ios),36.72596,25.27766,Private room,50,1,13,2019-08-06,0.17,13,213
553001,"House in Ioulis, Kea, Cyclades",2717857,Katerina,,Κέας (Kea),37.64106,24.34387,Entire home/apt,50,2,42,2019-09-02,0.55,1,364
562064,Traditional old stone house in Andros,695499,Christina,,Άνδρου (Andros),37.90156,24.76058,Entire home/apt,90,5,11,2019-08-09,0.15,11,31
563078,Bluedome Cavehouse,2769251,Otium Villas & Suites,,Θήρας (Santorini),36.46019,25.37499,Entire home/apt,490,2,159,2019-08-28,1.84,4,194
566546,Unique 300 yr.old Restored Villa  ,2786344,Lianne,,Θήρας (Santorini),36.38657,25.43117,Entire home/apt,190,7,3,2014-08-06,0.04,2,169
574999,Sandy Beach in Back Yard-Idyllic-Traditional-Cosy,2495472,Olga,,Πάρου (Paros),37.13985,25.2229,Entire home/apt,180,3,56,2019-09-14,0.86,1,0
575600,"Kasos Island Traditional House, Fry",2777690,Loukia,,Κάσου (Kasos),35.41694,26.92334,Entire home/apt,150,6,1,2014-08-25,0.02,1,365
577913,Dreamy traditional Villa Golden Beach,2842427,Yannis,,Πάρου (Paros),37.00358,25.22303,Entire home/apt,130,4,43,2019-09-03,0.57,2,151
580503,Sea View & Beach Access Traditional House Mykonos,2856244,Pinelopi,,Μυκόνου (Μykonos),37.48604,25.36058,Entire home/apt,280,5,17,2019-09-01,0.34,1,14
584781,Room next to the sea in Rhodes,2881663,Dimitrios,,Ρόδου (Rhodes),36.3347,28.2082,Private room,19,141,2,2012-09-28,0.02,1,365
588319,traditional house town of Serifos ,2901996,Frosso,,Σερίφου (Seriphos),37.15598,24.50486,Entire home/apt,100,2,2,2019-06-18,0.14,1,363
593450,"Korali Garden Triple Studio, Naxos",2613144,George,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.09746,25.38039,Entire home/apt,75,1,32,2019-09-12,0.42,5,152
598020,300 yr old Restored Guest House,2786344,Lianne,,Θήρας (Santorini),36.38381,25.46045,Entire home/apt,70,5,48,2019-09-19,0.64,2,359
598434,Agyra - House  near to Super Paradise beach!,2049930,Apostolos,,Μυκόνου (Μykonos),37.41598,25.36901,Entire home/apt,299,3,21,2019-08-18,0.42,7,202
598452,"Town Center #1 Apt-Andros, Chora",2959564,Tracy,,Άνδρου (Andros),37.83885,24.9387,Entire home/apt,36,3,89,2019-09-20,1.03,1,354
601153,Bright studio appartment.,2767897,Anna,,Ρόδου (Rhodes),36.41753,28.15756,Private room,30,1,43,2019-09-13,0.50,1,365
601632,Rhapsody apartments,2735797,George,,Θήρας (Santorini),36.43015,25.42753,Entire home/apt,50,2,182,2019-09-04,2.14,9,22
612398,Serifos Town Traditional Triplex,3037514,Maro,,Σερίφου (Seriphos),37.15668,24.50595,Entire home/apt,200,3,18,2019-08-11,0.24,1,356
620253,4 Bedroom Private Pool Villa with sea view,3073467,Teresa,,Μυκόνου (Μykonos),37.48265,25.35631,Entire home/apt,770,3,1,2013-07-13,0.01,6,365
620326,3 Bedroom Private Pool Villa with sea view,3073467,Teresa,,Μυκόνου (Μykonos),37.47563,25.35749,Entire home/apt,680,3,1,2014-08-23,0.02,6,365
623365,Kiotari Luxury Beachfront Villa with private Pool,3090893,Antonoglou Beach Villas,,Ρόδου (Rhodes),36.06094,27.98664,Entire home/apt,270,3,11,2019-09-17,0.26,7,154
623398,Hestia Beachfront  Villa-Private Pool & Jacouzi,3090893,Antonoglou Beach Villas,,Ρόδου (Rhodes),35.97596,27.89898,Entire home/apt,205,3,4,2019-06-09,0.08,7,119
624517,2 Bedroom Private Pool Villa with sea view,3073467,Teresa,,Μυκόνου (Μykonos),37.47696,25.35588,Entire home/apt,660,3,1,2013-07-14,0.01,6,365
624544,1 Bedroom Private Pool Villas with sea view,3073467,Teresa,,Μυκόνου (Μykonos),37.47602,25.35733,Entire home/apt,450,3,0,,,6,351
624573,5 Bedroom Private Pool Villa with private pool,3073467,Teresa,,Μυκόνου (Μykonos),37.48355,25.35676,Entire home/apt,960,3,0,,,6,334
627297,Absolutely on the beach,3114117,"Dimitris, Marsoula, George & Nicola",,Μυκόνου (Μykonos),37.4088,25.34817,Private room,46,1,126,2019-09-24,1.63,26,126
627333,Absolutely on the beach,3114117,"Dimitris, Marsoula, George & Nicola",,Μυκόνου (Μykonos),37.40829,25.34788,Private room,80,1,83,2019-09-15,1.11,26,206
627365,Mykonos city center,3114117,"Dimitris, Marsoula, George & Nicola",,Μυκόνου (Μykonos),37.44646,25.3312,Entire home/apt,40,1,121,2019-09-17,1.59,26,215
628777,KOKKINOMALLA HOUSE,3123422,Magos,,Ρόδου (Rhodes),36.21281,28.11901,Entire home/apt,70,4,4,2019-06-04,0.16,1,244
628966,Studio Santorini Twin/Double,3124435,Dimitris,,Θήρας (Santorini),36.40035,25.48537,Entire home/apt,80,3,88,2019-09-20,1.15,11,14
629002,Studio Santorini for 4,3124435,Dimitris,,Θήρας (Santorini),36.39852,25.485,Private room,70,3,23,2016-07-03,0.31,11,197
629039,Superior Studio-Sea View,3124435,Dimitris,,Θήρας (Santorini),36.4004,25.48357,Private room,55,3,80,2019-09-17,1.03,11,197
630695,"Style, tradition, amazing sea view",421134,Irini,,Τήνου (Tinos),37.56008,25.19134,Entire home/apt,140,3,35,2019-08-03,0.45,2,359
632344,Studio Santorini for 3,3124435,Dimitris,,Θήρας (Santorini),36.39997,25.48511,Private room,60,3,30,2018-10-14,0.40,11,162
632891,STUDIO FOR TWO GUESTS WITH SEA VIEW,3138693,Antonis,,Μυκόνου (Μykonos),37.43486,25.40534,Entire home/apt,45,1,95,2019-09-23,1.11,20,339
634073,STUDIO FOR 4 GUESTS WITH SEA VIEW,3138693,Antonis,,Μυκόνου (Μykonos),37.43421,25.40932,Entire home/apt,90,1,5,2017-07-08,0.08,20,356
640354,"""The Marble Sun""  villa with Jacuzzi in Oia",3197377,Fanis&Tina,,Θήρας (Santorini),36.46555,25.37416,Entire home/apt,700,2,140,2019-09-01,1.64,13,247
641453,OFFER!!!Suite with Cave Hot Tub,3204765,George,,Θήρας (Santorini),36.42307,25.43689,Hotel room,300,1,151,2019-09-28,1.75,8,186
641491,OFFER!! Junior Suite City center,3204765,George,,Θήρας (Santorini),36.42265,25.43511,Hotel room,280,1,111,2019-09-15,1.30,8,216
641500,Rossi's house in Perissa beach,1633250,Roussetos,,Θήρας (Santorini),36.35561,25.47337,Entire home/apt,80,2,133,2019-09-14,1.72,15,236
641505,OFFER! Private Villa with jacuzzi,3204765,George,,Θήρας (Santorini),36.42146,25.43514,Private room,300,1,38,2019-09-01,0.48,8,194
641802,BLUE VILLA & POOL in SAINT GEORGE,1938762,Takis,,Αντιπάρου (Antiparos),36.97906,25.02811,Entire home/apt,150,5,21,2019-04-20,0.28,1,365
642354,Junior suite garden view - Vigla Hotel - Amorgos,3210394,Despina,,Αμοργού (Amorgos),36.91821,25.98351,Hotel room,300,1,0,,,6,185
644239,Manos studios for 2 with kitchen,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.37796,24.91344,Private room,30,2,9,2019-08-11,0.14,8,171
650471,"Beachfront villa,stunning beach, seaview.",3266756,Yianis Kavalieratos,,Μυκόνου (Μykonos),37.43454,25.40393,Entire home/apt,250,3,2,2018-09-29,0.03,1,362
653914,"Superior apartment w/ 2 verandas, Irida Santorini",3288226,Katerina,,Θήρας (Santorini),36.43126,25.4224,Entire home/apt,265,4,3,2017-06-09,0.05,5,272
654003,Apartment with Loft & Caldera view Irida Santorini,3288226,Katerina,,Θήρας (Santorini),36.4314,25.42099,Entire home/apt,210,4,1,2015-08-20,0.02,5,272
654023,"Apartment with Caldera View, Irida, Santorini",3288226,Katerina,,Θήρας (Santorini),36.43146,25.42058,Entire home/apt,210,4,7,2017-07-23,0.14,5,272
654097,"Apartment with Loft & Caldera view,Irida Santorini",3288226,Katerina,,Θήρας (Santorini),36.4326,25.42087,Entire home/apt,210,4,5,2017-06-18,0.10,5,272
654123,Apartment with Loft & Caldera view-Irida Santorini,3288226,Katerina,,Θήρας (Santorini),36.43272,25.4221,Entire home/apt,203,4,2,2015-08-20,0.04,5,272
657385,Korali Palace Hotel Naxos Greece,3313522,Stelios,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10115,25.37727,Private room,70,2,57,2019-07-15,0.75,11,94
657457,"Wonderful sunny House for 6,pvr. pool, sea view!",3313971,,,Θήρας (Santorini),36.40244,25.48652,Entire home/apt,280,2,34,2019-09-11,0.54,2,150
658027,Ikaros Studios on Naxos island,480552,Nikos,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.09464,25.37965,Entire home/apt,35,1,150,2019-09-24,1.97,9,0
660092,Sun & Sea Apartment,1350715,Alexandra,,Σίφνου (Sifnos),36.9337,24.68842,Entire home/apt,130,2,61,2019-09-13,0.80,1,89
660703,Lindos Beach Villa - Luxury house on the beach,3090893,Antonoglou Beach Villas,,Ρόδου (Rhodes),35.98613,27.90478,Entire home/apt,226,3,14,2019-09-21,0.27,7,10
661391,Marcos Rooms-Standard Twin Private,3339149,Panos,,Θήρας (Santorini),36.46272,25.37312,Private room,50,1,146,2019-08-10,1.70,4,359
661409,Marcos Rooms-Double- Twin Private,3339149,Panos,,Θήρας (Santorini),36.46265,25.3729,Private room,50,1,140,2019-07-29,1.81,4,351
661422,Marcos Rooms- 3 Bed Private,3339149,Panos,,Θήρας (Santorini),36.46185,25.37309,Private room,65,1,89,2019-07-01,1.17,4,365
661442,Marcos Rooms-Standard 4 bed Private,3339149,Panos,,Θήρας (Santorini),36.4609,25.3735,Private room,80,1,38,2019-09-07,0.58,4,359
665122,Traditional house at Serifos' Chora,3349638,Stefanos,,Σερίφου (Seriphos),37.15677,24.5069,Entire home/apt,120,5,6,2019-08-10,0.12,2,345
670426,"White House Villa in Oia, 3 bedrooms ,plunge pool",3397138,Petros,,Θήρας (Santorini),36.46255,25.38833,Entire home/apt,990,3,36,2019-09-09,0.58,32,319
670612,Villa NEFELI- Imerovigli,3397138,Petros,,Θήρας (Santorini),36.43199,25.42135,Entire home/apt,900,3,3,2019-09-16,0.06,32,294
670814,"3 bedroom stylish villa at Fira, sea views,hot tub",3397138,Petros,,Θήρας (Santorini),36.41703,25.43385,Entire home/apt,950,3,2,2017-07-16,0.07,32,337
670852,Luxury 5 bedroom villa  with p. pool and sea views,3397138,Petros,,Θήρας (Santorini),36.43219,25.42127,Entire home/apt,2000,3,2,2018-05-24,0.08,32,226
670916,BLACKROCK VILLA Arkotiri Santorini,3397138,Petros,,Θήρας (Santorini),36.36166,25.37763,Entire home/apt,1920,3,7,2019-05-16,0.17,32,0
670965,Michaela villa akrotiri-Santorini,3397138,Petros,,Θήρας (Santorini),36.35795,25.39752,Entire home/apt,1500,3,5,2019-09-20,0.12,32,353
671972,Cyrene Villa 1886 in Megalochori,3397138,Petros,,Θήρας (Santorini),36.37392,25.43129,Entire home/apt,330,7,1,2016-08-19,0.03,32,357
672014,Athena House with pool  Exo Gialos ,3397138,Petros,,Θήρας (Santorini),36.41861,25.45946,Entire home/apt,640,3,0,,,32,365
672240,ELIA WHITE RESIDENCE in Mykonos,3397138,Petros,,Μυκόνου (Μykonos),37.42379,25.39064,Entire home/apt,1050,7,1,2015-05-26,0.02,32,353
672926,A Hidden Gem! Above the chicest beach,3413488,Basel,,Μυκόνου (Μykonos),37.45606,25.38367,Entire home/apt,800,3,3,2019-08-19,0.21,1,365
673710,Agnanti Villa with amazing sea view,3397138,Petros,,Πάρου (Paros),37.01303,25.22251,Entire home/apt,1400,7,0,,,32,360
674052,4 bedroom Santa Maria Dlx Residence,3397138,Petros,,Πάρου (Paros),37.12423,25.28126,Entire home/apt,1300,3,0,,,32,365
676719,The pink castle,3439910,Georgia,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.05707,25.40965,Entire home/apt,210,1,0,,,1,365
693460,"Doll house in Kea Ioulida / Chora, Cyclades",3398364,Marios,,Κέας (Kea),37.64043,24.34297,Entire home/apt,55,4,6,2019-03-18,0.10,1,278
697452,Brothers Hotel Deluxe Double,3573377,Nikiforos,,Ιητών (Ios),36.73089,25.2762,Private room,40,1,74,2019-09-19,1.19,9,152
703532,"Tinos island house, in the Aegean",2461282,Marilia,,Τήνου (Tinos),37.55681,25.18566,Entire home/apt,80,7,18,2019-08-08,0.24,3,358
703920,Thea Studios  Fira  Superior studio for 2,3615049,Dimitris,,Θήρας (Santorini),36.41385,25.43736,Private room,55,1,75,2019-08-25,0.96,9,26
703937,Thea Studios in Fira/ standard studios,3615049,Dimitris,,Θήρας (Santorini),36.41577,25.44036,Private room,65,1,48,2019-09-04,0.64,9,357
703957,Thea Studios / apartment  2pax,3615049,Dimitris,,Θήρας (Santorini),36.41416,25.44067,Private room,120,1,40,2019-05-04,0.55,9,356
703982,Family room - Superior s 2-4 guests,3615049,Dimitris,,Θήρας (Santorini),36.41354,25.44021,Private room,100,1,47,2019-08-14,0.60,9,363
706697,BEST REVIEWS BEST SEA HOUSE BEST LOCATION+JACUZZI,3632438,Katerina,,Μυκόνου (Μykonos),37.42168,25.32078,Entire home/apt,105,1,87,2019-09-12,1.30,9,227
707370,Apartment with excellent Sea View,3636018,George,,Πάρου (Paros),37.036,25.25845,Entire home/apt,180,4,36,2019-09-30,0.69,2,0
716379,Artsy Maisonette,3687640,Constantine,,Κέας (Kea),37.63288,24.33022,Entire home/apt,80,7,20,2019-08-29,0.26,4,210
723078,Margarita House in Mykonos island!,3699776,Sia,,Μυκόνου (Μykonos),37.43246,25.30934,Entire home/apt,220,3,60,2019-09-04,0.78,2,358
727302,Lavender cottage - Rural accommodation on Syros,3767468,Lefteris & Alexia,,Σύρου - Ερμούπολης (Syros),37.40095,24.9269,Entire home/apt,80,5,2,2019-06-30,0.14,3,243
729010,Ayama Hideaway Villa Santorini,3204765,George,,Θήρας (Santorini),36.42336,25.43616,Entire home/apt,450,1,22,2019-09-10,0.29,8,222
737663,STUDIOS MARIA CHRISTINA 15,3853196,Kosta,,Ρόδου (Rhodes),36.34114,28.19622,Entire home/apt,20,2,21,2019-09-14,0.28,6,144
737677,Akrotiri caldera view with pool apt,1332672,Silvia,,Θήρας (Santorini),36.35929,25.39146,Entire home/apt,130,3,43,2019-07-25,0.55,11,13
737712,Maisonette Home Δ/D1 2floor apartm.,3853488,Aris,,Μήλου (Milos),36.74632,24.42929,Entire home/apt,200,2,1,2019-06-27,0.31,4,202
737803,Apartment - House for 4 persons (2 doubles),3853488,Aris,,Μήλου (Milos),36.74633,24.42871,Private room,135,1,1,2019-07-22,0.42,4,240
738757,Aperado Paros House+Swimmingpool+Tennis court,3862474,Tonia & Vangelis,,Πάρου (Paros),37.10281,25.15064,Entire home/apt,120,3,20,2019-07-31,0.27,7,162
739427,VILLA KALLISTI-VOLCANO VIEW,3867239,Maria,,Θήρας (Santorini),36.46086,25.37466,Entire home/apt,250,1,166,2019-09-12,2.12,28,330
740015,DANAI HOUSE-VOLCANO VIEW,3867239,Maria,,Θήρας (Santorini),36.46248,25.37552,Entire home/apt,170,1,182,2019-09-13,2.39,28,335
747339,Aperado Paros Studio #1 +Swimmingpool+Tennis court,3862474,Tonia & Vangelis,,Πάρου (Paros),37.1011,25.15217,Entire home/apt,80,3,33,2019-09-18,0.53,7,179
749001,"Old Town house with outdoor Patio,near beach",125660,Claudia,,Ρόδου (Rhodes),36.44182,28.23085,Entire home/apt,120,4,28,2019-09-22,0.46,19,236
750252,Paros Butterfly Villas-Villa 6,1449341,Eleni,,Πάρου (Paros),37.04064,25.12797,Entire home/apt,180,3,3,2016-07-15,0.04,8,356
751466,"VILLA CASTRO, 15th c. traditional house, Koskinou.",1599748,Stelios,,Ρόδου (Rhodes),36.3855,28.21109,Entire home/apt,50,3,19,2019-08-25,0.26,3,365
756080,FAMOUS SANTORINI VILLA with CAR & PRIVATE TRANSFER,3980181,Takis Sotiropoulos,,Θήρας (Santorini),36.37593,25.4299,Entire home/apt,390,3,15,2019-08-03,0.37,2,38
756095,Parathira cave houses,1284976,Laskarina,,Θήρας (Santorini),36.46129,25.37629,Entire home/apt,1200,2,57,2019-09-08,0.76,6,287
756149,SPECTACULAR SANTORINI VILLA with CAR & TRANSFER,3980181,Takis Sotiropoulos,,Θήρας (Santorini),36.37512,25.42934,Entire home/apt,430,3,32,2019-09-28,0.49,2,31
762465,great view to all aegean sea,3381186,Anna,,Σύρου - Ερμούπολης (Syros),37.39045,24.92128,Entire home/apt,60,2,5,2019-08-12,0.07,1,365
764410,Manos studios for 2 with sea view,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.37828,24.91401,Private room,33,5,1,2013-07-16,0.01,8,170
764419,Manos studios for 3 with kitchen,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.38078,24.91171,Private room,40,3,2,2016-08-14,0.05,8,170
764426,Manos studios for 3 with kitchen,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.38209,24.91399,Private room,40,4,2,2015-08-17,0.03,8,170
764443,Manos studios for 1,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.3804,24.91198,Private room,45,2,0,,,8,170
764460,Manos apartment,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.37901,24.91194,Entire home/apt,49,2,1,2016-06-08,0.02,8,272
764464,Manos apartment with sea view,1977423,Artemios,,Σύρου - Ερμούπολης (Syros),37.37898,24.91075,Entire home/apt,54,2,2,2014-09-09,0.03,8,171
764549,Standard Studio 6,4030612,Villa Happening,,Θήρας (Santorini),36.4361,25.42213,Private room,90,2,13,2016-08-10,0.20,10,168
764551,Budget Standard Studio 2,4030612,Villa Happening,,Θήρας (Santorini),36.43624,25.42229,Private room,75,2,14,2017-09-07,0.19,10,0
764552,Budget Standard Studio 3,4030612,Villa Happening,,Θήρας (Santorini),36.43648,25.42349,Private room,75,2,20,2017-07-22,0.31,10,168
764554,Standard Studio 7,4030612,Villa Happening,,Θήρας (Santorini),36.43482,25.42364,Private room,90,2,26,2019-07-28,0.35,10,168
764560,"Superior Studio 8, Imerovigli",4030612,Villa Happening,,Θήρας (Santorini),36.43538,25.42276,Entire home/apt,100,2,30,2019-07-23,0.40,10,0
764561,"Superior Studio 4, Imerovigli",4030612,Villa Happening,,Θήρας (Santorini),36.436,25.42406,Private room,100,2,6,2015-09-25,0.08,10,168
764564,Superior Studio 5,4030612,Villa Happening,,Θήρας (Santorini),36.43686,25.42267,Private room,100,2,8,2016-08-05,0.12,10,168
764565,"Superior Studio 9, Imerovigli",4030612,Villa Happening,,Θήρας (Santorini),36.43632,25.42256,Private room,100,1,4,2015-10-03,0.06,10,168
764566,Small Suite with Jaccuzzi 10,4030612,Villa Happening,,Θήρας (Santorini),36.43656,25.42399,Private room,150,2,11,2015-10-03,0.15,10,168
764567,Small Suite with Jaccuzzi 1,4030612,Villa Happening,,Θήρας (Santorini),36.43594,25.4241,Private room,150,2,1,2015-09-11,0.02,10,168
765980,EMILIA LUXURY APARTMENTS -DOUBLE,4033913,Ioannis,,Σύρου - Ερμούπολης (Syros),37.38012,24.91263,Private room,60,3,2,2019-08-10,0.05,4,365
